article_title,honorific-prefix,name,honorific-suffix,image,smallimage,order,president,office,term_start,term_end,lieutenant,succeeding,predecessor,governor,successor,vicepresident,viceprimeminister,deputy,monarch,primeminister,taoiseach,chancellor,governor-general,order1,president1,office1,term_start1,term_end1,lieutenant1,succeeding1,predecessor1,governor1,successor1,vicepresident1,viceprimeminister1,deputy1,monarch1,primeminister1,taoiseach1,chancellor1,governor-general1,order2,office2,term_start2,term_end2,lieutenant2,succeeding2,predecessor2,president2,governor2,successor2,vicepresident2,viceprimeminister2,birthname,birth_date,birth_place,death_date,death_place,nationality,restingplace,restingplacecoordinates,party,otherparty,spouse,partner,relatives,children,parents,residence,alma_mater,occupation,allegiance,serviceyears,rank,branch,unit,battles,awards,laterwork,profession,signature,website,facebook,facebookpage,twitter,premier2,4namedata7,currentlyresides,honorific prefix,othername,relations,signature_size,order8,term_start3,term_start11,vicepresident6,primeminister6,predecessor7,term_label,office3,1namedata1,constituency1,order9,image_upright,networth,1blankname8,2,president11,2blankname7,body_discovered,military_data2,co-leader1,governor5,monuments,influences,criminal_charge,blank1,vicepresident5,education,Alma_mater,deathplace,parliamentarygroup,office5,term_end15,source,successor6,predecessor14,office6,military_blank4,alongside6,majority,constituency_MP4,notable,1blankname4,relation,alongside,vicepresident4,military_blank5,imagesi♫ze,term_start10,term_start5,placeofburial,filmfareawards,successor7,term_end11,1namedata7,termstart1,committees,portrayedby,imagesize,majority2,term_start6,module4,blank4,term_start12,resting_place_coordinates,termend1,constituency6,1,appointer2,birth_name,predecessor3,appointer,servicenumber,term_end8,order12,data5,monarch2,Commander4,president15,honorific_prefix,successor10,location,parliament3,1blankname1,deputy2,Term_start5,branch_label,order3,term_end9,president4,co-leader2,president8,predecessor15,Primeminister5,majority1,military_data1,parliamentarygroup1,parliament4,order4,successor12,succeeding4,native_name_lang,military_data3,president7,smallimage_alt,caption,predecessor6,alt,data1,commands,order5,successor11,term_end4,data4,3namedata7,1blankname6,governor3,year,alongside3,appointed,1blankname2,office14,4blankname7,term_end14,influenced,office12,predecessor11,profesion,military_data5,mother,mawards,1namedata6,battles_label,military_data4,years_active,office7,president6,constituency7,office4,date,term_start9,ambassador_from,command,predecessor9,parliamentarygroup2,2namedata7,1namedata5,successor9,term_end10,1namedata3,predecessor12,father,lieutenant8,1namedata2,prior_term,predecessor10,alongside5,term_start7,constituency8,term_end7,primeminister4,ethnicity,lieutenant3,successor13,military_blank2,family,majority3,deputy3,president9,data3,predecessor8,term_start15,deathdate,president5,death_cause,co-leader,order10,President5,native_name,religion,height,placeofburial_label,Succeeding5,office10,module2,1namedata8,citizenship,primeminister3,serviceyears_label,other_name,1blankname3,order14,president12,office11,term_end3,net_worth,governor_general,suboffice,constituency4,term_start8,resting_place,memorials,military_blank1,president3,salary,predecessor13,primeminister2,other_names,term_end13,honorific_suffix,nickname,constituency2,1namedata,successor3,blank3,criminal_penalty,3blankname7,subterm,1blankname7,placeofburial_coordinates,1blankname,blank5,constituency,constituency3,term_end6,term_end12,termstart3,module3,successor14,enteredservice,order7,primeminister5,order6,termstart2,term_start14,office9,successor4,vicepresident3,portfolio,constituency_MP3,image_size,module5,honorific suffix,successor8,lieutenant4,office8,predecessor5,term_label5,termend3,module,country,termend2,blank2,predecessor4,successor15,1blankname5,yearsactive,pronunciation,signature_alt,1namedata4,term_start13,state,term_start4,data2,office15,footnotes,rank_label,known_for,successor5,alongside2,succeeding5,succeeding3,term_end5,status,cabinet,Cicit,alongside4,military_blank3
Paku Alam VIII,Kanjeng Gusti Pangeran Adipati Arya,Paku Alam VIIIꦦꦏꦸꦄꦭꦩ꧀꧇꧘꧇​,,Paku Alam VIII 1980-an.jpg,,ke-8,,Penguasa Paku Alam di Yogyakarta,13 April 1937,11 September 1998,,,Paku Alam VII,,Paku Alam IX,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-2,Gubernur Daerah Istimewa Yogyakarta,3 Oktober 1988HB9,11 September 1998,,,Hamengkubuwana IX,Soeharto  Bacharuddin Jusuf Habibie,,Hamengkubuwana X,,,BRMH Sularso Kunto Suratno,1910 4 10,"Pakualaman, masa Hindia Belanda",1998 9 11 1910 4 10,"Yogyakarta, Indonesia",Indonesia,,,,,KRAy. Ratnaningrum  KRAy. Purnamaningrum,,,Dari KRAy. Ratnaningrum:  * Ir. GPH. H. Probokusumo   * GBRAy. Retno Sundari  * GBRAy. Retno Sewayani  * GPH. Anglingkusumo  * GPH. Songkokusumo  * GBRAj. Retno Pudjawati (wafat ketika bayi)  * GPH. Ndoyokusumo  * GPH. Wijoyokusumo  Dari KRAy. Purnamaningrum:  * GPH. Ambarkusumo  * GBRAy. Retno Martani  * GPH. Gondhokusumo  * GBRAy. Retno Suskamdani  * GBRAy. Retno Rukmini  * GPH. H. Tjondrokusumo  * GBRAy. Hj. Retno Widanarni  * GPH. Indrokusumo,Paku Alam VII,,,,,,,,,,,,,Signature of Paku Alam VIII.png,,,,,,,,,,,,,4 Maret 1950,,,,,,Wakil Gubernur Daerah Istimewa Yogyakarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tidak ada, jabatan baru",,,,,,,,,,,,,,,,,ke-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hamengkubuwana IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,"3 Oktober 1988HB9 Sultan Hamengkubuwana IX wafat tanggal 2 Oktober pukul 20:05 waktu Washington, DC atau tanggal 3 Oktober pukul 07:05 Waktu Indonesia Barat",,,,,,,,,Soekarno  Soeharto,,,,,,,,,,Paku Alam IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setyadjit Soegondo,,Setyadjit Soegondo,,Setiadjid.jpg,,ke-1,Soekarno,Wakil Perdana Menteri Indonesia,3 Juli 1947,29 Januari 1948,,,Tidak ada; jabatan baru,,Syafruddin Prawiranegara,,,,,Amir Sjarifoeddin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907 6 7,Belanda Sengon Hindia Belanda,1948 12 20 1907 6 7,"Madiun, Indonesia",Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saifuddin Zuhri,,,,"Saifuddin Zuhri, Hasil Rakjat Memilih Tokoh-tokoh Parlemen (Hasil Pemilihan Umum Pertama - 1955) di Republik Indonesia, p257.jpg",,ke-10,SoekarnoSoeharto,Daftar Menteri Agama IndonesiaMenteri Agama Indonesia,6 Maret 1962,17 Oktober 1967,,,K.H. M. Wahib Wahab,,KH. Muhammad Dahlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919 10 1 y,"Banyumas, Jawa Tengah, Hindia Belanda",1986 2 25 1919 10 1 y,Indonesia,Indonesia,,,PPP,,,,,"10, diantaranya Fahmi Saifuddin (Putra Sulung) dan Lukman Hakim Saifuddin (Putra Bungsu)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashari Danudirdjo,,Ashari Danudirdjo,,"File:Ashari Danudirjo, Duta Besar RI untuk Amerika Serikat.jpg",,ke-9,Soeharto,Duta Besar Indonesia untuk Amerika Serikat,15 Februari 1978,12 Juli 1982,,,Roesmin Nurjadin,,Hasnan Habib,,,,,,,,,ke-12,Soeharto,Duta Besar Indonesia untuk Jepang,1969,1972,,,Rukmito Hendraningrat,,Jusuf Ramli,,,,,,,,,ke-18,Menteri Perdagangan Indonesia,25 Juli 1966,17 Oktober 1967,,,Achmad Yusuf (sebagai Menteri Perdagangan Dalam Negeri),Soekarno,,M. Jusuf,,,,1922 11 3,"Semarang, Jawa Tengah, Hindia Belanda",2010 4 2 1922 11 3,"Jakarta, Indonesia",Indonesia,,,,,,,,,,,,,,,,,,,,,"Tentara, Politisi, Atlet",,,,,,,,,,,,,,27 Agustus 1964,,,,,,Menteri Perindustrian Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azis Saleh  Chaerul Saleh,,16587,,,,,,,,,,,,,,,ke-10Perindustrian Tekstil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,28 Maret 1966,,,,,,,,,Soekarno,,,,,,,,,,Sjaifun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radius Prawiro,,,,"Radius Prawiro, Gubernur Bank Indonesia.jpg",,ke-4,Soeharto,"Menteri Koordinator Bidang Ekonomi, Keuangan, Industri dan Pengawasan Pembangunan Indonesia",23 Maret 1988,17 Maret 1993,,,Ali Wardhana,,Saleh Afiff,,,,,,,,,ke-16,Soeharto,Menteri Keuangan Indonesia,19 Maret 1983,21 Maret 1988,,,Ali Wardhana,,J.B. Sumarlin,,,,,,,,,ke-20Dikenal sebagai Menteri Perdagangan hingga Maret 1978,Menteri Perdagangan dan Koperasi Indonesia,28 Maret 1973,19 Maret 1983,,,Sumitro Djojohadikusumo,Soeharto,,Rachmat SalehBustanil Arifin,,,,1928 9 19,"Yogyakarta, Hindia Belanda",2005 5 26 1928 9 19,"München, Jerman",Indonesia,,,,,Leoni Supit,,,,,,Universitas Indonesia,"Ekonom, Politikus",,,,,,,,,,,,,,,,,,,,,,,27 Maret 1966,,,,,,Gubernur Bank Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T. Jusuf Muda Dalam,,,,,,,,,,,,,,,,,ke-6,,Soekarno,,,,,,,,,,,,,,,,"Potret resmi, 1966",,,,,,,27 Maret 1966,,,,,,,,,,,,,,,,,,,,,,,,,,Deputi Menteri Pemeriksa Keuangan Negara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kristen Protestan,,,,,,,,,,,,,,,5 April 1973,,,,,,,,,SoekarnoSoeharto,,,,,,,,,,Rachmat Saleh,,,,,,,,,,,,,,,,,,,,,,,Tidak ada; jabatan dihapuskan,,,,,,,,,,,,,,,,,Tidak ada; jabatan baru,,,,,,,,,17 Maret 1965,,,,,,,,,,,,,,,
Abdul Latief (pengusaha),,Abdul Latief,,Sixth Development Cabinet Poster (Abdul Latief).jpg,,ke-5,Soeharto,"Menteri Pariwisata, Seni, dan Budaya Indonesia",16 Maret 1998,21 Mei 1998,,,Joop Ave,,Marzuki Usman,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-18,Menteri Tenaga Kerja dan Transmigrasi Indonesia,17 Maret 1993,14 Maret 1998,,,Cosmas Batubara,Soeharto,,Theo L. Sambuaga,,,,1940 4 27,"Banda Aceh, Aceh, Hindia Belanda",,,Indonesia,,,,,Nursyamsiah  Donna Louisa Maria,,,Medina Latief Harjani  Dipo Latief,,,Akademi Pimpinan Perusahaan JakartaUniversitas Krisnadwipayana,Pengusaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.H. Simatupang,,Sahala Hamonangan Simatupang,,"Sahala Hamonangan Simatupang, 50 Tahun Peranan Pos dan Telekomunikasi (1996), p8.jpg",,,Soeharto,Sekretaris Jenderal Departemen Perhubungan,Juni 1967,Juli 1968,,,Muhammad Effendi Saleh,,Sujono Suparto,,,,,,,,,,Sukarno,Deputi Menteri Pos dan Telekomunikasi,31 Maret 1966,28 Juli 1966,,,"Petahana(sebagai Asisten Menteri untuk Urusan Pos, Giro, dan Telekomunikasi)",,Soehardjono(sebagai Direktur Jenderal Pos dan Telekomunikasi),,,,,,,,,,"Asisten Menteri untuk Urusan Pos, Giro, dan Telekomunikasi",18 November 1965,24 Februari 1966,,,Petahana(sebagai Direktur Jenderal Pos dan Telekomunikasi),Sukarno,,Petahana(sebagai Deputi Menteri Pos dan Telekomunikasi),,,,yes 1918 07 07,"Sidikalang, Bataklanden, Keresidenan Tapanuli, Hindia Belanda",yes 1992 11 16 1918 07 07,"Jakarta, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tahi Bonar Simatupang (adik) Luhut Binsar Panjaitan (menantu)Nafisa Lusi 17 Oktober 2020 Istri Luhut Binsar Bukan Orang Sembarangan, Ini Sosok Devi Simatupang, Bapaknya Menteri Era Soekarno https://zonajakarta.pikiran-rakyat.com/nasional/pr-18841401/istri-luhut-binsar-bukan-orang-sembarangan-ini-sosok-devi-simatupang-bapaknya-menteri-era-soekarno?page=4 Pikiran Rakyat 17 Agustus 2021 2021-08-17 https://web.archive.org/web/20210817030142/https://zonajakarta.pikiran-rakyat.com/nasional/pr-18841401/istri-luhut-binsar-bukan-orang-sembarangan-ini-sosok-devi-simatupang-bapaknya-menteri-era-soekarno?page=4 yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPU Menteng Pulo,,,,,,,,,Bc.A.P.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agustinus Sutardhio,,Agustinus Sutardhio,,Agustinus Sutardhio Mimbar Indonesia October 1964 Cover (cropped).jpg,,ke-7,Soekarno,Jaksa Agung Republik Indonesia,27 August 1964,27 Maret 1966,,,R. Kadaroesman,,Sugih Arto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925 3 15 y,"Solo, Hindia Belanda",1981 03 12 1925 3 15 y,"Jakarta, Indonesia",,,,,,,,,,,,,,Indonesia,,25px Brigadir Jenderal TNI,25px TNI Angkatan Darat,Polisi Militer (CPM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tjokropranolo,,Tjokropranolo,,Tjokropranolo as Governor of Jakarta.jpg,,ke-8,Soeharto,Gubernur Daerah Khusus Ibukota Jakarta,Juli 1977,1982,,,Ali Sadikin,,Soeprapto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 5 21,"Temanggung, Jawa Tengah, Hindia Belanda",1998 7 22 1924 5 21,"Jakarta, Indonesia",Indonesia,,,,,,,,,,,,,Indonesia,1946 - 1977,25px Letnan Jenderal TNI,25px TNI Angkatan Darat,Polisi Militer (CPM),Revolusi Nasional Indonesia (1945-1949)pemberontakan APRA (1950)pemberontakan Andi AzizPemberontakan Republik Maluku Selatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tjokropranolo,,,13043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bang Nolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo L. Sambuaga,,Theo Leo Sambuaga,,Theo_sambuaga.jpg,,ke-4,Bacharuddin Jusuf Habibie,Daftar Menteri Perumahan Rakyat IndonesiaMenteri Negara Perumahan Rakyat dan Permukiman,23 Mei 1998,27 September 1999,,,Akbar Tanjungsebagai Menteri Negara Perumahan Rakyat dan Permukiman,,Muhammad Yusuf Asy'arisebagai Menteri Negara Perumahan Rakyat (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,ke-19,Daftar Menteri Tenaga Kerja dan Transmigrasi IndonesiaMenteri Tenaga Kerja Indonesia,14 Maret 1998,21 Mei 1998,,,Abdul Latief,Soeharto,,Fahmi Idris,Bacharuddin Jusuf Habibie,,,1949 6 6 y,"Manado, Sulawesi Utara, Indonesia",,,,,,Golkar,,Erna Sambuaga,,,"2, termasuk Jerry Adithya Ksatria Sambuaga",,,,Politikus,,,,,,,,,,,,,,,,,,,,R. Soekardi (mertua),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theo L. Sambuaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabinet Pembangunan VIIKabinet Reformasi Pembangunan,,,
Haryono Suyono,,Haryono Suyono,,Sixth Development Cabinet Poster (Haryono Suyono).jpg,,ke-9,SoehartoB. J. Habibie,Menteri Negara Koordinator Bidang Kesejahteraan Rakyat dan Pengentasan Kemiskinan Indonesia,16 Maret 1998,20 Oktober 1999,,,Azwar Anas,,Hamzah Haz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1938 5 6,"Pacitan, Jawa Timur, Hindia Belanda",,,,,,,,Astuti Hasinah,,,4,,,SMA Negeri 4 Yogyakarta Universitas Gajah Mada Akademi llmu Statistik University of Chicago,Pengusaha Birokrat,,,,,,,,,,,,,,,,,,,,,,,30 Januari 2011,,,,,,Ketua Umum Persatuan Wredatama Republik Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruchadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 Oktober 2021,,,,,,,,,,,,,,,,,,,Marzuki Usman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basuki Rahmat,,,,"Basuki Rahmat, Departemen Dalam Negeri dari Masa ke Masa, p121.jpg",,ke-16,Soekarno Soeharto,Daftar Menteri Dalam Negeri IndonesiaMenteri Dalam Negeri Indonesia,18 Maret 1966,9 Januari 1969<small>(ad-interim sampai 28 Maret 1966),,,Soemarno Sosroatmodjo,,Amir Machmud,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-6,Daftar Menteri Veteran dan Demobilisasi IndonesiaMenteri Urusan Veteran dan Demobilisasi,24 Februari 1966,28 Maret 1966,,,M. Sarbini,Soekarno,,M. Sarbini,,,,1921 11 4,"Senori, Tuban, Hindia Belanda",1969 1 9 1921 11 4 y,"Jakarta, Indonesia",,,,,,,,,,,,,,Kekaisaran Jepang (1943–1945) Indonesia (1945–1967),1943–1967,25px Mayor Jenderal TNI,PETA (1943–1945) TNI Angkatan Darat (1945–1967),Infanteri,Revolusi Nasional Indonesia,,,Tentara,,,,,,,,,,,,,,18 Maret 1966,,,,,,Penjabat Gubernur DKI Jakarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soemarno Sosroatmodjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Basuki Rahmat sebagai Mendagri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 April 1966,,,,,,,,,Soekarno,,,,,,,,,,Ali Sadikin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bustanil Arifin,,Bustanil Arifin,,Bustanil Arifin - Fourth Development Cabinet.jpg,,ke-2,Soeharto,Menteri Koperasi Indonesia,22 April 1978,17 Maret 1993,,,Subroto,,Subiakto Tjakrawerdaya,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-1,Kepala Badan Urusan Logistik,29 Maret 1978,17 Maret 1993,,,Tidak ada,,,Ibrahim Hassan,,,,1925 10 10,"Padangpanjang, Sumatera Barat, Hindia Belanda",2011 2 13 1925 10 10,"Los Angeles, Amerika Serikat",,,,,,,,,"4, termasuk Alwin Arifin dan Emil Arifin",,,Universitas Padjajaran,"Militer, Politisi",,,25px Letnan Jenderal TNI,25px TNI Angkatan Darat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. M. Diah,,,,BM Diah.jpg,,,,,,,,,,,,,,,,,,,,ke-18,SoekarnoSoeharto,Menteri Penerangan Indonesia,25 Juli 1966,6 Juni 1968,,,W.J. Rumambi,,Boediardjo,,,,,,,,,,,,,,,,,,,,,Burhanuddin,1917 4 7,"Koeta Radja, Hindia Belanda",1996 6 10 1917 4 7,"Jakarta, Indonesia",,,,,,Siti Latifah Herawati 1942,,,3,,,,Diplomat,,,,,,,,,,Signature of Burhanuddin Mohammad Diah.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrianus Mooy,,Adrianus Mooy,,Adrianus Mooy - Fifth Development Cabinet.jpg,,ke-15,Soeharto,Duta Besar Indonesia untuk Belgia,1993,1995,,,T.M. Zahirsjah,,Sabana Kartasasmita,,,,,,,,,ke-9,Soeharto,Gubernur Bank Indonesia,1988,1993,,,Arifin Siregar,,Sudrajad Djiwandono,,,,,,,,,ke-2,Universitas Pelita Harapan SurabayaRektor Universitas Pelita Harapan Surabaya,September 2010,2018,,,Tidak diketahui,,,Tidak diketahui,,,,yes 1936 4 10,"Lotelutun, Oelasin, Rote Barat Daya, Rote Ndao, Hindia Belanda",,,Indonesia,,,,,Amelia Latuperissa Mooy,,,3,Joseph Mooy (ayah)  Elizabeth Octavianus (ibu),,Universitas Gajah MadaUniversitas Wisconsin–Madison,Ekonom Dosen,,,,,,,,,,Sign Adrianus Mooy.png,,,,,,,,,,Petrus Octavianus (sepupu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adrianus Mooy, Kabinet Pembangunan V",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
