article_title,honorific-prefix,name,honorific-suffix,image,smallimage,order,president,office,term_start,term_end,lieutenant,succeeding,predecessor,governor,successor,vicepresident,viceprimeminister,deputy,monarch,primeminister,taoiseach,chancellor,governor-general,order1,president1,office1,term_start1,term_end1,lieutenant1,succeeding1,predecessor1,governor1,successor1,vicepresident1,viceprimeminister1,deputy1,monarch1,primeminister1,taoiseach1,chancellor1,governor-general1,order2,office2,term_start2,term_end2,lieutenant2,succeeding2,predecessor2,president2,governor2,successor2,vicepresident2,viceprimeminister2,birthname,birth_date,birth_place,death_date,death_place,nationality,restingplace,restingplacecoordinates,party,otherparty,spouse,partner,relatives,children,parents,residence,alma_mater,occupation,allegiance,serviceyears,rank,branch,unit,battles,awards,laterwork,profession,signature,website,facebook,facebookpage,twitter,premier2,4namedata7,currentlyresides,honorific prefix,othername,relations,signature_size,order8,term_start3,term_start11,vicepresident6,primeminister6,predecessor7,term_label,office3,1namedata1,constituency1,order9,image_upright,networth,1blankname8,2,president11,2blankname7,body_discovered,military_data2,co-leader1,governor5,monuments,influences,criminal_charge,blank1,vicepresident5,education,Alma_mater,deathplace,parliamentarygroup,office5,term_end15,source,successor6,predecessor14,office6,military_blank4,alongside6,majority,constituency_MP4,notable,1blankname4,relation,alongside,vicepresident4,military_blank5,imagesi♫ze,term_start10,term_start5,placeofburial,filmfareawards,successor7,term_end11,1namedata7,termstart1,committees,portrayedby,imagesize,majority2,term_start6,module4,blank4,term_start12,resting_place_coordinates,termend1,constituency6,1,appointer2,birth_name,predecessor3,appointer,servicenumber,term_end8,order12,data5,monarch2,Commander4,president15,honorific_prefix,successor10,location,parliament3,1blankname1,deputy2,Term_start5,branch_label,order3,term_end9,president4,co-leader2,president8,predecessor15,Primeminister5,majority1,military_data1,parliamentarygroup1,parliament4,order4,successor12,succeeding4,native_name_lang,military_data3,president7,smallimage_alt,caption,predecessor6,alt,data1,commands,order5,successor11,term_end4,data4,3namedata7,1blankname6,governor3,year,alongside3,appointed,1blankname2,office14,4blankname7,term_end14,influenced,office12,predecessor11,profesion,military_data5,mother,mawards,1namedata6,battles_label,military_data4,years_active,office7,president6,constituency7,office4,date,term_start9,ambassador_from,command,predecessor9,parliamentarygroup2,2namedata7,1namedata5,successor9,term_end10,1namedata3,predecessor12,father,lieutenant8,1namedata2,prior_term,predecessor10,alongside5,term_start7,constituency8,term_end7,primeminister4,ethnicity,lieutenant3,successor13,military_blank2,family,majority3,deputy3,president9,data3,predecessor8,term_start15,deathdate,president5,death_cause,co-leader,order10,President5,native_name,religion,height,placeofburial_label,Succeeding5,office10,module2,1namedata8,citizenship,primeminister3,serviceyears_label,other_name,1blankname3,order14,president12,office11,term_end3,net_worth,governor_general,suboffice,constituency4,term_start8,resting_place,memorials,military_blank1,president3,salary,predecessor13,primeminister2,other_names,term_end13,honorific_suffix,nickname,constituency2,1namedata,successor3,blank3,criminal_penalty,3blankname7,subterm,1blankname7,placeofburial_coordinates,1blankname,blank5,constituency,constituency3,term_end6,term_end12,termstart3,module3,successor14,enteredservice,order7,primeminister5,order6,termstart2,term_start14,office9,successor4,vicepresident3,portfolio,constituency_MP3,image_size,module5,honorific suffix,successor8,lieutenant4,office8,predecessor5,term_label5,termend3,module,country,termend2,blank2,predecessor4,successor15,1blankname5,yearsactive,pronunciation,signature_alt,1namedata4,term_start13,state,term_start4,data2,office15,footnotes,rank_label,known_for,successor5,alongside2,succeeding5,succeeding3,term_end5,status,cabinet,Cicit,alongside4,military_blank3,summary,wikiurl,birth_date_cleaned,death_date_cleaned
Muladi,Prof. Dr. H.,,S.H.,Menteri Sekretaris Negara Muladi.jpg,,ke-14,Susilo Bambang Yudhoyono,Lembaga Ketahanan Nasional#Gubernur LemhannasGubernur Lemhannas,30 Agustus 2005,17 Februari 2011,,,Ermaya Suradinata,,Budi Susilo Soepandji,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-21,Menteri Kehakiman Indonesia,16 Maret 1998,20 Oktober 1999,,,Oetojo Oesman,SoehartoB. J. Habibie,,Yusril Ihza Mahendra,,,,1943 5 26 y,"Surakarta Kochi, Wilayah Kolonial Jepang",2020 12 31 1943 5 26,"Rumah Sakit Pusat Angkatan Darat Gatot Soebroto, Jakarta",Indonesia,,,Partai Golongan Karya,,"Hj. Nany Ratna Asmara, S.H.",,,4 orang,,,Universitas DiponegoroInternational Institute of Human Rights Universitas Padjajaran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVID-19,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prof. Dr. H. Muladi, S.H. (26 Mei 1943 – 31 Desember 2020) adalah seorang akademisi, hakim, dan politisi Indonesia. Ia pernah menjabat sebagai Rektor Universitas Diponegoro, Menteri Kehakiman dan Menteri Sekretaris Negara pada pemerintahan Presiden Soeharto dan B.J. Habibie (1998-99), dan Hakim Mahkamah Agung (2000-01). Dari tahun 2005 hingga 2011, ia menjabat sebagai Gubernur Lembaga Ketahanan Nasional.",https://id.wikipedia.org/wiki/Muladi,1943-05-26,2020-12-31
G.A. Siwabessy,,,,"G. A. Siwabessy, Menkes - Anggota Kabinet Pembangunan II.jpg",,ke-9,SoekarnoSoeharto,Kementerian Kesehatan IndonesiaMenteri Kesehatan,25 Juli 1966,29 Maret 1978,,,Satrio,,Suwardjono Surjaningrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1914 8 19 yes,"Ullath, Saparua Timur, Maluku Tengah, Hindia Belanda",1982 11 11 1914 8 19 yes,"Jakarta, Indonesia",,,,Independen,,,,,,,,,"Ilmuwan, dokter, Politikus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof. dr.,,,,,,,,,,,,,,,,,,,,,,,,,,"Portret Resmi, 1973",,Portret Resmi pada tahun 1973,,,,,,,,,,,,,,,,,,,,,,Naatje Manuhutu,,,,,,,,,,,,,,,,,,,,,,Enoch Siwabessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kristen Protestan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof. dr. Gerrit Augustinus Siwabessy (19 Agustus 1914 – 11 November 1982) adalah seorang ilmuwan dan politikus Indonesia yang menjabat Menteri Badan Tenaga Atom Nasional pada 1964 dan Menteri Kesehatan Republik Indonesia pada tahun 1966 hingga 1978 pada masa pemerintahan Presiden Soekarno hingga Presiden Soeharto.,https://id.wikipedia.org/wiki/G.A._Siwabessy,1914-08-19,1982-11-11
Soerjadi (militer),Letnan Jenderal TNI (Purn.),Soerjadi,,Soerjadi menutup Gladi Bakorstanasda Sumatera Bagian Utara (cropped).jpg,,,,Ketua Umum PBSI,1993,1997,,,Try Sutrisno,,Subagyo Hadi Siswoyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942 2 2,"Tuban, Jawa Timur, Hindia Belanda",2016 12 7 1942 2 2,"Jakarta Timur, Indonesia",,,,,,Ny. Endang Waluyati Soerjadi,,,,,,Akademi militer,TNI,Indonesia,,25px Letnan Jenderal TNI,25px TNI Angkatan Darat,Infanteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letnan Jenderal TNI (Purn.) Soerjadi (2 Februari 1942 – 7 Desember 2016) merupakan purnawirawan perwira tinggi TNI Angkatan Darat dan juga mantan Ketua Umum PP PBSI periode 1993-1997.,https://id.wikipedia.org/wiki/Soerjadi_(militer),1942-02-02,2016-12-07
Slamet Bratanata,,,,Menteri Pertambangan Bratanata.jpg,,ke-4,Soekarno,Menteri Pertambangan Indonesia,25 Juli 1966,17 Oktober 1967,,,Ibnu Sutowo,,Sumantri Brodjonegoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1928 02 28,Surakarta,1992 06 12 1928 02 28,"Jakarta, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ir. R. Slamet Bratanata (28 Februari 1928 – 12 Juni 1992) adalah Menteri Energi dan Sumber Daya Mineral Republik Indonesia pada Kabinet Ampera I pada masa pemerintahan Presiden Soekarno. Ia juga ikut menandatangani Petisi 50 pada tahun 1980.,https://id.wikipedia.org/wiki/Slamet_Bratanata,1928-02-28,1992-06-12
Soekarto,,Soekarto,,File:Mayor Jenderal Soekarto.jpg,,,,Sekjen Wanhankamnas,1993,1998,,,Machmud Subarkah,,Arifin Tarigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gubernur Lemhannas,1989,1993,,,Soebijakto,,,R. Hartono,,,,1938 5 19,"Magelang, Jawa Tengah",,,,,,,,Maria Indrawati,,,,,,Akademi Militer Nasional (1960)ALUMNI - 1960 lihat bagian Kavaleri no. 1,,Indonesia,1960–1998,25px Letnan Jenderal,25px TNI Angkatan Darat,Kavaleri,Operasi Penumpasan Pemberontakan DI/TIIOperasi Wisnu Murti Trikora,,,,,,,,,,,,,,,,,1985,,,,,,Komandan Sesko ABRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soemargono Kartoprajitno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,1989,,,,,,,,,,,,,,,,,,,I Putu Sukreta Suranta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letnan Jenderal TNI (Purn) H. Soekarto (lahir 19 Mei 1938) adalah seorang purnawirawan perwira tinggi TNI-AD yang terakhir kali saat aktif di militer menjabat sebagai Sekretaris Jenderal Dewan Pertahanan Keamanan Nasional (Sekjen Wanhankamnas) periode 1993–1998. Selain itu, Soekarto juga pernah menjabat sebagai Komandan Sesko ABRI pada tahun 1985 hingga 1989 dan Gubernur Lemhannas dari tahun 1989 sampai 1993.",https://id.wikipedia.org/wiki/Soekarto,1938-05-19,
Leo Lopulisa,,,,"Commander of the Bukit Barisan Regional Command Leo Lopulisa, Almanak Pemerintah Daerah Propinsi Sumatera Utara (1969), pX.jpg",,,,Panglima Komando Cadangan Strategis Angkatan Darat,4 Januari 1975,19 Januari 1978,,,Himawan Soetanto,,Wiyogo Atmodarminto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1926 11 23,"Bandung, Jawa Barat",2009 9 14 1926 11 23,Jakarta,Indonesia,,,,,,,,,,,,Tentara,Kekaisaran Jepang (1943—1945) Indonesia (1945—1981)Lembaga Pemilihan Umum 1978 264,1943—1981,25px Letnan Jenderal TNI,Flag of the Indonesian Army.svg 25px TNI Angkatan Darat (1945–1981),Infanteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letnan Jenderal TNI (Purn.) Leo Lopulisa (23 November 1926 – 14 September 2009) adalah seorang purnawirawan perwira tinggi militer Indonesia. Ia tercatat pernah menjadi Panglima Kodam II/Bukit Barisan, Panglima Komando Cadangan Strategis Angkatan Darat periode 1975—1978, Panglima Kowilhan III/Sulawesi-Kalimantan periode 1978—1981 dan Duta Besar Indonesia untuk Filipina periode 1981—1983.",https://id.wikipedia.org/wiki/Leo_Lopulisa,1926-11-23,2009-09-14
Sumantri Brodjonegoro,,,,"Koningin op de tweede dag van het staatsbezoek, Bestanddeelnr 254-9019 (Soemantri Brodjonegoro).jpg",,ke-15,Soeharto,Menteri Pendidikan dan Kebudayaan Indonesia,28 Maret 1973,18 Desember 1973,,,Mashuri Saleh,,Syarief Thayeb,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-5,Menteri Pertambangan Indonesia,17 Oktober 1967,28 Maret 1973,,,Slamet Bratanata,Soeharto,,Mohammad Sadli,,,,1926 6 3,"Semarang, Jawa Tengah, Hindia Belanda",1973 12 18 1926 6 3,"Jakarta, Indonesia",Indonesia,,,,,,,,"3, termasuk Bambang Permadi Soemantri Brodjonegoro",,,Sekolah Tinggi Teknik BandungTechnische Universiteit Delft,Akademisi,,,,,,,,,,,,,,,,,,,,,,,1964,,,,,,Rektor Universitas Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syarief Thayeb,,,,,,,,,,,,,,,,,ke-6,,,,,,,,,,,ke-1,,,,,,,,,,,,,,1 November 1959,,,,,,,,,,,,,,,,,,,,,,,,,,Presidium Institut Teknologi Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973,,,,,,,,,,,,,,,,,,,Slamet Iman Santoso(Sebagai Pejabat Rektor),,,,,,,,,,,,,,,,,,,,,,,Prof. Ir. R. O. Kosasih,,,,,,,,,,,,,,,,,Periode FT & FIPIA UI Bandung,,,,,,,,,2 Maret 1959,,,,,,,,,,,,,,,,Prof. Dr. Ir. R. M. Soemantri Brodjonegoro (3 Juni 1926 – 18 Desember 1973) adalah guru besar teknik kimia Institut Teknologi Bandung yang kemudian menjabat Menteri Energi dan Sumber Daya Mineral Republik Indonesia pada tahun 1967 hingga 1973 dan juga mantan Menteri Pendidikan dan Kebudayaan Indonesia pada tahun 1973. Ia juga pernah menjabat sebagai Rektor Universitas Indonesia. Ia meninggal dunia dalam masa jabatannya sebagai Mendikbud dan digantikan oleh Syarief Thayeb.,https://id.wikipedia.org/wiki/Sumantri_Brodjonegoro,1926-06-03,1973-12-18
Leonardus Benyamin Moerdani,,,,Leonardus Benjamin Moerdani as Commander of the Indonesian National Armed Forces.jpg,,ke-17,Soeharto,Daftar Menteri Pertahanan IndonesiaMenteri Pertahanan dan Keamanan,21 Maret 1988,17 Maret 1993,,,Poniman,,Edi Sudradjat,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-6,Komando Operasi Pemulihan Keamanan dan KetertibanPanglima Komando Operasi Pemulihan Keamanan dan Ketertiban,29 Maret 1983,5 September 1988,,,Soedomo,,,"Tidak ada, jabatan dihapuskan",,,,1932 10 2,"Cepu, Blora, Jawa Tengah, Hindia Belanda",2004 8 29 1932 10 2,"Jakarta, Indonesia",,,,,,Hartini Moerdani,,,Irene Ria Moerdani,,,,,Indonesia,1952–1988,25px|  Jenderal TNI,25px TNI Angkatan Darat,Infanteri (Kopassus),"Lihat pertempuran Revolusi Nasional Indonesia
 Serangan umum Maret
Pemberontakan Darul Islam
 Pemberontakan Permesta
Pemberontakan PRRI
 Operasi 17 Agustus
 Sengketa Irian Barat
Operasi Trikora
 Konfrontasi Indonesia–Malaysia
 Invasi Indonesia ke Timor Timur
Garuda Indonesia Penerbangan 206 - background:#dbdbdb text-align:center;",,,,,,,,,,,,,,,,,28 Maret 1983,,,,,,Panglima Tentara Nasional IndonesiaPanglima Angkatan Bersenjata Republik Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. Jusuf,,289461Lembaga Pemilihan Umum 1988 753,,,,,,,,,,,,,,,ke-8,,,,,,,,,,,,,,,,,,"Foto Resmi Benyamin Moerdani, 1985",,,,,,,,,,,,,,,,,,,,,,,,Jeanne Roech,,,,,,,,,,,,,,,,,,,,,,R.G. Moerdani Sosrodirjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katolik,,,,,,,,,,,,,,,27 Februari 1988,,,,,,,,,,,,,,,,,,,Try Sutrisno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jenderal TNI (Purn.) Leonardus Benyamin Moerdani, atau L.B. Moerdani, atau kerap disebut Benny Moerdani (2 Oktober 1932 – 29 Agustus 2004) adalah salah satu tokoh militer Indonesia paling berpengaruh pada era Orde Baru. Benny Moerdani dikenal sebagai perwira TNI yang banyak berkecimpung di dunia intelijen, sehingga sosoknya banyak dianggap misterius. Selain itu, Ia juga memiliki julukan yang merupakan antitesis dari Soeharto yaitu ""Unsmiling General"".Moerdani merupakan perwira yang ikut terjun langsung di operasi militer penanganan pembajakan pesawat Garuda Indonesia Penerbangan 206 di Bandara Don Mueang, Bangkok, Kerajaan Thai pada tanggal 28 Maret 1981, peristiwa yang kemudian dicatat sebagai peristiwa pembajakan pesawat pertama dalam sejarah maskapai penerbangan Republik Indonesia dan terorisme bermotif jihad pertama di Indonesia. Ia juga dianggap banyak kalangan sebagai sosok yang bertanggung jawab terhadap peristiwa Tanjung Priok dan penembakan misterius pada tahun 1980-an .",https://id.wikipedia.org/wiki/Leonardus_Benyamin_Moerdani,1932-10-02,2004-08-29
D.I. Pandjaitan,,,,D. I. Pandjaitan.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925 6 9,"Natolutali, Silaen, Toba, Hindia Belanda",1965 10 1 1925 6 9,"Lubang Buaya, Jakarta, Indonesia",,,,,,Marieke br. Tambunan,,,Catherine Pandjaitan Masa Arestina Ir (Ing) Salomo Pandjaitan Letjen TNI (Purn.) Hotmangaraja Panjaitan Tuthy Kamarati Pandjaitan Riri Budiasri Pandjaitan,,,,TNI-AD,Indonesia,1945—1965,25px|  Mayor Jenderal TNI (Anumerta),25px TNI Angkatan Darat,Infanteri,,10px Pahlawan Revolusi - KPLB Anumerta,,,,,,,,,,,,,Maraden Panggabean (adik ipar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donald Izaacus Pandjaitan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dina boru Napitupulu,,,,,,,,,,,,,,,,,,,,,,Raja Herman Pandjaitan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pangkat terakhirnya adalah Brigadir Jenderal TNI, tetapi karena gugur dalam tugas, maka diberikan Kenaikan Pangkat Luar Biasa (KPLB) menjadi Mayjen. TNI (Anumerta).",,,,,,,,,,,,,"Mayor Jenderal TNI (Anm.) Donald Izaacus Pandjaitan (EYD: Donald Izaacus Panjaitan;) (9 Juni 1925 – 1 Oktober 1965) adalah salah satu pahlawan revolusi Indonesia. Ia dimakamkan di Taman Makam Pahlawan Nasional Kalibata, Jakarta.",https://id.wikipedia.org/wiki/D.I._Pandjaitan,1925-06-09,1965-10-01
Arnold Achmad Baramuli,,Arnold Achmad Baramuli,,Arnold achmad baramuli.jpg,,ke-10,Bachruddin Jusuf Habibie,Ketua Dewan Pertimbangan Agung Republik Indonesia,21 Mei 1998,20 Oktober 1999,,,Sudomo,,Achmad Tirtosudiro,,,,,,,,,,,Anggota Dewan Perwakilan Rakyat,29 Januari 1980,30 September 1997Pengganti Antar Waktu hingga 30 September 1982,,,Martono,,,,,,,,,,,ke-1,Gubernur Sulawesi Utara,23 Maret 1960,15 Juli 1962,,,Jabatan baru,Soekarno,,F. J. Tumbelaka,,,,1930 7 20,"Pinrang, Hindia Belanda",2006 10 11 1930 7 20,"Jakarta, Indonesia",Indonesia,,,Golongan Karya,,Albertina Kaunang,,,,,,,Pengusaha Politikus,,,,,,,,,Jaksa,,,,,,,,,,,Ardi Putra Baramuli (cucu),,,,,,,,,,,Sulawesi Selatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arnold Baramuli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arnold Achmad Baramuli (20 Juli 1930 – 11 Oktober 2006) adalah seorang pengusaha, politikus, mantan Gubernur Sulawesi Utara, dan jaksa Indonesia. Berasal dari Partai Golkar, ia adalah pendiri Grup Poleko yang pernah berusaha dalam industri kimia.",https://id.wikipedia.org/wiki/Arnold_Achmad_Baramuli,1930-07-20,2006-10-11
Soedarsono Hadisapoetro,,,,Soedarsono Hadisapoetro.jpg,,ke-17,Soeharto,Daftar Menteri Pertanian Republik Indonesia  Menteri Pertanian,29 Maret 1978,19 Maret 1983,,,Thoyib Hadiwidjaja,,Achmad Affandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1921 7 15,"Surakarta, Jawa Tengah, Indonesia",1988 6 10 1921 7 15,"Jakarta, Indonesia",Indonesia,,,,,Sendang Lestari,,,,,,Universitas Gadjah Mada,,,,,,,,,,,,,,,,,,,,,Ananda Syahendar Perdana (cucu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prof. Ir. Soedarsono Hadisapoetro (15 Juli 1921 – 10 Juni 1988) adalah Menteri Pertanian pada Kabinet Pembangunan III pada pemerintahan Presiden Soeharto. Sebelumnya, Ia adalah Guru Besar di Fakultas Pertanian Universitas Gadjah Mada yang dikukuhkan pada tahun 1970. Selain sebagai Menteri Pertanian dan Guru Besar Pertanian, ia juga dikenal sebagai mantan Ketua Dekopin (Dewan Koperasi Indonesia).",https://id.wikipedia.org/wiki/Soedarsono_Hadisapoetro,1921-07-15,1988-06-10
Ishak Mekki,Ir. H.,,M.M.,File:Ir. H. ISHAK MEKKI.jpg,,,,Anggota Dewan Perwakilan Rakyat Republik Indonesia,1 Oktober 2019,,,,,,,,,,,,,,,ke-3,Susilo Bambang Yudhoyono  Joko Widodo,Daftar Wakil Gubernur Sumatera SelatanWakil Gubernur Sumatera Selatan,7 November 2013,21 September 2018,,,Edy Yusuf,Alex Noerdin,"Lowong, selanjutnya dijabat Mawardi Yahya",,,,,,,,,ke-15,Bupati Ogan Komering Ilir,2004,2013,Engga Dewata Zainal,,Rozi Dahlan,Megawati SoekarnoputriSusilo Bambang Yudhoyono,Syahrial Oesman  Mahyuddin N.S  Alex Noerdin,Iskandar,,,,1958 3 1 y,"Kayu Agung, Sumatera Selatan",,,Indonesia,,,Partai Demokrat,,Tartila Ishak,,,,,,Universitas Sriwijaya,Politikus,,,,,,,,,,,,,,,,,,,,Yusuf Mekki (adik),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sumatera Selatan I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ir. H. Ishak Mekki, M.M. (lahir 1 Maret 1958) adalah Wakil Gubernur Sumatera Selatan masa jabatan 2013-2018 yang mendampingi gubernur Alex Noerdin.",https://id.wikipedia.org/wiki/Ishak_Mekki,1958-03-01,
